movieId,genres,rating
1,547,3.893707794587238
2,645,3.2515271586594023
3,1196,3.142028126058963
4,1134,2.85354736424891
5,1050,3.0584343520573674
6,410,3.854908898649748
7,1196,3.3636663369601054
8,614,3.1145833333333335
9,1,2.992050660199407
10,198,3.42145763311516
11,1134,3.6571705198920315
12,1165,2.6245656241646618
13,539,3.333527696793003
14,1316,3.4234888364494465
15,186,2.7190217391304348
16,1217,3.8237068028689416
17,1398,3.948806325713417
18,1050,3.3843505768515074
19,1050,2.6421677802524126
20,291,2.869921875
21,1091,3.5701620505454055
22,1235,3.3200173216412256
23,410,3.145691333982473
24,1406,3.18758389261745
25,1398,3.677304434479322
26,1316,3.606708513142409
27,1006,3.4039315155358274
28,1398,4.03
29,743,3.936724864539434
30,1217,3.6367924528301887
31,1316,3.244838567977158
32,1500,3.9057678412037236
33,809,3.023076923076923
34,1006,3.6031917599186163
35,1398,3.4792899408284024
36,1217,3.91868681658758
37,1305,2.993333333333333
38,967,2.870839936608558
39,1196,3.4187380861608845
40,1316,3.6267252195734003
41,1414,3.843413033286451
42,362,3.0495652173913044
43,1316,3.4499566724436743
44,156,2.6546241414996707
45,1142,3.382907947260191
46,1398,3.2634129456559364
47,1502,4.0791663372598626
48,853,2.9777505385929723
49,1398,3.5197368421052633
50,1283,4.284353213163313
52,1134,3.532892426548051
53,736,3.6496350364963503
54,967,2.8411316648531013
55,1316,3.220329024676851
57,1316,3.320438282647585
58,1134,3.9679004101879234
59,1386,3.56353591160221
60,645,3.0958892617449663
61,1411,3.3160919540229883
62,1316,3.715354676022366
63,1051,3.083904109589041
64,1196,2.81395966029724
65,1050,2.37025520051469
66,524,2.1376975169300225
67,1316,3.2975460122699385
68,1196,3.4301601423487544
69,1050,3.5583216456287987
70,337,3.326568919110356
71,1,2.34567387687188
72,1100,3.4868532654792195
73,1414,3.796035568729159
74,1398,3.2880989180834623
75,1100,2.429657794676806
76,524,3.010046367851623
77,1293,3.4028436018957344
78,380,3.152790079716563
79,1411,3.1199367713890536
80,1006,3.7495145631067963
81,1247,3.2527435982707016
82,1100,3.9923513986013988
83,1398,3.644320297951583
85,1398,3.526833265055305
86,127,3.4766641162968632
87,967,2.349680170575693
88,1050,3.107188160676533
89,531,3.1294022617124395
92,1373,2.8500473036896876
93,1175,2.4919938016528924
94,1134,3.5279255319148937
95,198,3.077245421955237
96,1100,3.7004504504504503
97,1217,3.9862332695984706
98,531,2.5963855421686746
99,1293,3.1010479041916166
100,1411,3.2212201591511938
101,669,3.7673501577287065
102,1050,2.4106463878326996
103,1500,3.2552581261950286
104,1050,3.3943981240229286
105,1398,3.3332222962469467
106,1100,3.436
107,628,3.2168744804655027
109,1142,2.0625
110,465,4.002272573668559
111,1251,4.083479216009336
112,60,3.40623288921336
113,1386,3.101010101010101
114,1316,3.5891304347826085
115,1050,3.5348837209302326
116,1293,3.9114285714285715
117,1217,3.574430823117338
118,1196,2.9854368932038833
119,1050,2.733739837398374
120,675,2.841549295774648
121,1316,3.74869109947644
122,1196,2.8593924191750277
123,1387,3.9913693901035674
124,1316,3.4966442953020134
125,1050,3.744196843082637
126,645,2.318660647103085
127,1316,3.1097560975609757
128,1293,3.4859154929577465
129,1196,3.13953488372093
130,1316,3.2261904761904763
131,1398,3.3106508875739644
132,1520,2.777922077922078
133,1100,2.6
134,1293,3.4516129032258065
135,1050,3.0018543492919756
136,1293,3.6277777777777778
137,1293,3.254854368932039
138,1316,3.227642276422764
